id,name,postcode,region,metro,delivery_id/id,state_id/id
res_city_385,Liverpool,2170,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_386,Llandilo,2747,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_387,Loftus,2232,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_388,Londonderry,2753,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_389,Long Point,2564,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_390,Longueville,2066,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_391,Lower Portland,2756,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_392,Luddenham,2745,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_393,Lugarno,2210,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_394,Lurnea,2170,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_395,Macquarie Fields,2564,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_396,Macquarie Links,2565,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_397,Macquarie Park,2113,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_398,Maianbar,2230,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_399,Malabar,2036,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_400,Manly,2095,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_401,Manly East,2095,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_402,Manly Vale,2093,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_403,Maraylya,2765,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_404,Marayong,2148,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_405,Maroota,2756,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_406,Maroubra,2035,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_407,Marrickville,2204,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_408,Marsden Park,2765,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_409,Marsfield,2122,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_410,Mascot,2020,Central & Inner Metropolitan,Sydney,delivery_zone_exclude,base.state_au_2
res_city_411,Matraville,2036,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_412,Mays Hill,2145,Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_413,McCarrs Creek,2105,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_414,McGraths Hill,2756,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_415,McMahons Point,2060,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_416,Meadowbank,2114,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_417,Melrose Park,2114,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_418,Menai,2234,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_419,Menangle Park,2563,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_420,Merrylands,2160,South Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_421,Merrylands West,2160,South Western Suburbs,Sydney,delivery_zone_2,base.state_au_2
res_city_422,Middle Cove,2068,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_423,Middle Dural,2158,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_424,Middleton Grange,2171,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_425,Miller,2168,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_426,Millers Point,2000,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_427,Milperra,2214,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_428,Milsons Passage,2083,North Shore,Sydney,delivery_zone_exclude,base.state_au_2
res_city_429,Milsons Point,2061,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_430,Minchinbury,2770,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_431,Minto,2566,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_432,Minto Heights,2566,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_433,Miranda,2228,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_434,Mona Vale,2103,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_435,Monash Park,2111,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_436,Monterey,2217,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_437,Moore Park,2021,Eastern Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_438,Moorebank,2170,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_439,Mortdale,2223,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_440,Mortlake,2137,Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_441,Mosman,2088,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_442,Mount Annan,2567,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_443,Mount Colah,2079,North Shore,Sydney,delivery_zone_1,base.state_au_2
res_city_444,Mount Druitt,2770,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_445,Mount Kuring-Gai,2080,North Shore,Sydney,delivery_zone_1,base.state_au_2
res_city_446,Mount Lewis,2190,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_447,Mount Pritchard,2170,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_448,Mount Vernon,2178,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_449,Mulgoa,2745,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_450,Mulgrave,2756,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_451b,Narellan,2567,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_451,Narellan Vale,2567,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_452,Naremburn,2065,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_453,Narrabeen,2101,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_454,Narraweena,2099,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_455,Narwee,2209,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_456,Nelson,2765,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_457,Neutral Bay,2089,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_458,Neutral Bay Junction,2089,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_459,Newington,2127,Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_460,Newport,2106,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_461,Newtown,2042,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_462,Normanhurst,2076,North Shore,Sydney,delivery_zone_1,base.state_au_2
res_city_463,North Balgowlah,2093,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_464,North Bondi,2026,Eastern Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_465,North Curl Curl,2099,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_466,North Epping,2121,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_467,North Manly,2100,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_468,North Narrabeen,2101,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_469,North Parramatta,2151,Parramatta-Hills District,Sydney,delivery_zone_2,base.state_au_2
res_city_470,North Richmond,2754,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_471,North Rocks,2151,Parramatta-Hills District,Sydney,delivery_zone_1,base.state_au_2
res_city_472,North Ryde,2113,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_473,North Seaforth,2092,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_474,North St Ives,2075,North Shore,Sydney,delivery_zone_exclude,base.state_au_2
res_city_475,North St Marys,2760,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_476,North Strathfield,2137,Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_477,North Sydney,2060,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_478,North Turramurra,2074,North Shore,Sydney,delivery_zone_1,base.state_au_2
res_city_479,North Wahroonga,2076,North Shore,Sydney,delivery_zone_1,base.state_au_2
res_city_480,North Willoughby,2068,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_481,Northbridge,2063,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_482,Northmead,2152,Parramatta-Hills District,Sydney,delivery_zone_2,base.state_au_2
res_city_483,Northwood,2066,North Shore,Sydney,delivery_zone_free,base.state_au_2
res_city_484,Oakhurst,2761,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_485,Oakville,2765,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_486,Oatlands,2117,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_exclude,base.state_au_2
res_city_487,Oatley,2223,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_488,Old Guildford,2161,South Western Suburbs,Sydney,delivery_zone_1,base.state_au_2
res_city_489,Old Toongabbie,2146,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_490,Oran Park,2570,Macarthur Region,Sydney,delivery_zone_exclude,base.state_au_2
res_city_491,Orchard Hills,2748,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_492,Oxford Falls,2100,Northern Beaches,Sydney,delivery_zone_free,base.state_au_2
res_city_493,Oxley Park,2760,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_494,Oyster Bay,2225,St George & Sutherland Shire,Sydney,delivery_zone_exclude,base.state_au_2
res_city_495,Paddington,2021,Eastern Suburbs,Sydney,delivery_zone_free,base.state_au_2
res_city_496,Padstow,2211,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_497,Padstow Heights,2211,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_498,Pagewood,2035,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_499,Palm Beach,2108,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_499b,Whale Beach,2107,Northern Beaches,Sydney,delivery_zone_exclude,base.state_au_2
res_city_500,Panania,2213,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_501,Parklea,2768,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_502,Parliament House,2000,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_503,Parramatta,2150,Parramatta-Hills District,Sydney,delivery_zone_exclude,base.state_au_2
res_city_504,Peakhurst,2210,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_505,Peakhurst Heights,2210,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_506,Pemulwuy,2145,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_507,Pendle Hill,2145,Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_508,Pennant Hills,2120,Gladesville-Ryde-Eastwood,Sydney,delivery_zone_1,base.state_au_2
res_city_509,Penrith,2750,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_510,Penshurst,2222,St George & Sutherland Shire,Sydney,delivery_zone_2,base.state_au_2
res_city_511,Petersham,2049,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_512,Petersham North,2049,Central & Inner Metropolitan,Sydney,delivery_zone_free,base.state_au_2
res_city_513,Phillip Bay,2036,Eastern Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_514,Picnic Point,2213,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_515,Pitt Town,2756,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_516,Pleasure Point,2172,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_516b,Sandy Point,2172,South Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_517,Plumpton,2761,Outer Western Suburbs,Sydney,delivery_zone_exclude,base.state_au_2
res_city_518,Point Piper,2027,Eastern Suburbs,Sydney,delivery_zone_1,base.state_au_2
